content,video_title,video_publish_time,duration,average_view_duration,stayed_to_watch_percent,average_percentage_viewed_percent,new_viewers,regular_viewers,views,watch_time_hours,subscribers,impressions,impressions_click_through_rate_percent,performance_tier,publish_hour,day_of_week,title_length,video_age_days,predicted_tier
aqFIX4_5MSQ,Pakistani Meme Reaction,2025-03-31,48.0,0:00:27,45.64,56.96,0.0,0.0,2273,8.1471,1,2515,0.64,Mid,0.0,0.0,23,453.0,Mid
E-ZE-XgdZ_4,Sugar Daddy Meme Reaction,2025-04-01,56.0,0:00:14,45.56,25.29,0.0,0.0,962,1.9593,0,1507,0.86,Mid,0.0,1.0,25,452.0,Mid
AMwevOGJgwU,Online Show-Off Gone Too Far!,2025-03-17,39.0,0:00:19,45.47,50.46,0.0,0.0,555,2.9687,1,842,0.48,Low,0.0,0.0,29,467.0,Low
RrtphhJF-lo,shadi pe gift😬 #shorts,2024-03-15,12.0,0:00:12,45.28,100.77,0.0,0.0,518,1.7399,2,413,3.15,Low,0.0,4.0,22,834.0,Low
2uFpWvNAHg8,गुटखा premi 😂 #shorts #roast,2024-04-22,32.0,0:00:17,45.23,54.21,0.0,0.0,403,1.9418,0,439,3.42,Low,0.0,0.0,28,796.0,Low
pM9o3XNt7Q4,rip pysics and logic 🤣 #shorts,2024-09-29,38.0,0:00:17,45.06,46.98,0.0,0.0,452,2.2413,0,458,3.93,Low,0.0,6.0,30,636.0,Low
amcd02T1E60,elvish ki sachi 😡 #shorts #viral,2024-03-10,43.0,0:00:32,44.99,76.74,0.0,0.0,1489,13.6044,2,921,2.17,Mid,0.0,6.0,32,839.0,Mid
i3C0V-G1jk0,auto tune reaction #shorts,2024-12-09,46.0,0:00:20,44.78,44.48,0.0,0.0,3706,21.0433,1,825,1.45,Mid,0.0,0.0,26,565.0,Mid
gYejZUST_sI,instagram ki nibbiya 😂😂 #shorts  #funnycringe,2024-06-13,26.0,0:00:17,44.76,58.82,0.0,0.0,1277,6.205,4,641,1.4,Mid,0.0,3.0,45,744.0,Mid
_VGaQ_A_Cl4,Rakshabandhan Cringe || mobster manav || #shorts #shortsfeed,2023-08-30,46.0,0:02:43,44.58,356.52,0.0,0.0,371,16.9008,7,897,1.9,Low,0.0,2.0,60,1032.0,Low
kkybk2kJK6Y,Bihari Song Roast 😂,2025-05-14,56.0,0:00:23,44.44,41.61,0.0,0.0,839,2.4081,0,1708,1.46,Mid,0.0,2.0,19,409.0,Mid
7VNKwVs8V_M,Viral girls playing HOLI in Delhi Metro 🚅,2024-03-25,36.0,0:00:18,44.29,50.19,0.0,0.0,1580,7.8876,3,1817,1.49,Mid,0.0,0.0,41,824.0,Mid
j_JIiPhl-pw,Khan Baba Roast 😂,2025-05-19,53.0,0:00:22,43.99,42.83,0.0,0.0,1496,4.2103,5,2053,2.0,Mid,0.0,0.0,17,404.0,Mid
TgO3Wc2Tohk,Puneet Superstar vs Rajat Dalal,2025-03-07,26.0,0:00:14,43.76,55.19,0.0,0.0,566,2.0621,1,1144,0.96,Low,0.0,4.0,31,477.0,Low
2vIX3LGO-fA,Rise And Fall Salary Pawan Singh 🫨,2025-09-19,33.0,0:00:18,43.41,57.4,0.0,0.0,1520,3.454,0,3194,0.94,Mid,0.0,4.0,34,281.0,Mid
0ACbthyB0ZE,gen z baba exposed 😂 #comedy #funny,2024-10-28,40.0,0:00:19,43.25,48.75,0.0,0.0,602,3.261,3,713,1.82,Low,0.0,0.0,35,607.0,Low
9qWEh_4tZUo,bodycount 😂 #shorts,2025-01-03,30.0,0:00:20,43.04,66.7,0.0,0.0,548,2.9626,0,674,0.74,Low,0.0,4.0,19,540.0,Mid
rgIcQy5hlHs,Pakistan Pagal Ho Gaya 🤣,2026-03-28,35.0,0:00:18,42.95,53.56,0.0,0.0,1750,4.2821,6,245,10.61,Mid,0.0,5.0,24,91.0,Mid
dNBU3YVvXoU,Fake Bollywood Star 😡,2025-05-17,41.0,0:00:19,42.89,46.55,0.0,0.0,827,2.0155,0,643,1.4,Mid,0.0,5.0,21,406.0,Mid
3jW8AWsZR7M,sejal exx😂roast,2024-09-23,34.0,0:00:20,42.88,58.88,0.0,0.0,526,2.9249,1,1039,5.97,Low,0.0,0.0,15,642.0,Low
P7cnQbGhY6o,Happy Independence Day! #shorts,2024-08-15,15.0,0:00:12,42.86,84.34,0.0,0.0,66,0.2319,0,47,25.53,Low,0.0,3.0,31,681.0,Low
n-_DdnYfhEc,cringe saurav joshi 😂 #shorts,2024-10-24,31.0,0:00:11,42.68,37.85,0.0,0.0,438,1.4274,1,509,0.98,Low,0.0,3.0,29,611.0,Low
qQPPktNgCWg,Best chapri collab 2024 🤮#shorts #roast,2024-04-27,52.0,0:00:17,42.59,33.03,0.0,0.0,484,2.3094,1,604,2.98,Low,0.0,5.0,39,791.0,Low
9QBp_pfc-dc,food vloger #shorts,2024-11-27,32.0,0:00:17,42.59,54.0,0.0,0.0,598,2.8571,0,916,0.33,Low,0.0,2.0,19,577.0,Low
gMfr8M9EJXk,hate comments! #viral #shortvideo,2024-05-28,24.0,0:00:15,42.47,64.49,0.0,0.0,592,2.5245,1,721,1.94,Low,0.0,1.0,33,760.0,Low
86D4N46I_Vc,king of pubg 😂 #funny #funnycringe #shorts,2024-10-25,31.0,0:00:18,42.39,61.05,0.0,0.0,782,4.0957,2,762,1.18,Mid,0.0,4.0,42,610.0,Mid
UqtEspr5ANg,Roast Aayushi 😂,2024-07-04,40.0,0:00:19,42.19,48.52,0.0,0.0,2488,13.4017,9,898,4.68,Mid,0.0,3.0,15,723.0,Mid
7WesqwPJaVI,badmash baccha 😱,2024-04-13,38.0,0:00:16,42.15,44.0,0.0,0.0,462,2.1459,3,378,1.32,Low,0.0,5.0,16,805.0,Low
qQ1v3ZQSxps,chapri's favorite food #shorts,2024-11-27,23.0,0:00:15,42.14,65.91,0.0,0.0,1007,4.1339,1,1134,2.29,Mid,0.0,2.0,30,577.0,Low
fvbAONUsDo0,nibba nibbi ki prem kahani 😂 😂,2024-06-29,34.0,0:00:21,42.13,64.23,0.0,0.0,1523,9.215,5,828,1.81,Mid,0.0,5.0,30,728.0,Mid
uRlsZrRhReE,happy diwali 😂 #shorts #funny,2024-10-30,34.0,0:00:17,42.09,51.15,0.0,0.0,419,2.024,2,718,0.84,Low,0.0,2.0,29,605.0,Low
eTPydoLbSKA,reels ka virus 😂 #shorts  #funnycringe,2024-06-14,34.0,0:00:22,41.89,59.99,0.0,0.0,2064,12.6363,5,622,0.96,Mid,0.0,4.0,38,743.0,Mid
uI_51Sl2rk4,bts popat 😂 #bts #funny #shorts,2024-06-03,38.0,0:00:15,41.87,41.88,0.0,0.0,489,2.1616,3,437,2.06,Low,0.0,0.0,31,754.0,Low
qhk86CksTBs,Friendly @devikagupta029 Roast 😜,2025-08-08,60.0,0:00:31,41.84,52.74,0.0,0.0,2451,9.2033,0,2684,8.76,Mid,0.0,4.0,32,323.0,Mid
08uBZtl58X0,family vloger roast 😂 (part-3) #shorts,2024-10-21,29.0,0:00:12,41.75,44.16,0.0,0.0,433,1.5135,0,1054,1.61,Low,0.0,0.0,38,614.0,Low
trO0EVD7c2Q,Why People Hate BTS,2025-03-23,42.0,0:00:25,41.71,60.47,0.0,0.0,1176,7.9379,0,1335,1.72,Mid,0.0,6.0,19,461.0,Mid
aebpRozN5k8,Kha Liya 🤣,2025-12-19,35.0,0:00:21,41.67,62.79,0.0,0.0,38,0.1003,0,7,14.29,Low,0.0,4.0,10,190.0,Low
EUFX6U75nAo,Day-2 Iphone Madness In India #30dayschallenge,2025-07-07,45.0,0:00:19,41.63,44.2,0.0,0.0,785,1.9693,0,152,9.87,Mid,0.0,0.0,46,355.0,Mid
Suj4v5zNdbI,carry vs ajaz khan Roast 😱,2024-07-08,35.0,0:00:21,41.5,61.06,0.0,0.0,753,4.4476,2,909,0.88,Mid,0.0,0.0,26,719.0,Mid
cO4EVqynzk8,Potato thief 😱 #shorts #comedy,2024-11-02,47.0,0:00:23,41.24,50.47,0.0,0.0,670,4.4145,3,986,2.33,Low,0.0,5.0,30,602.0,Low
yOW-oo-wzoM,Badmashi In Dubai,2025-04-04,35.0,0:00:17,41.19,49.64,0.0,0.0,1173,2.4711,0,1286,0.93,Mid,0.0,4.0,17,449.0,Mid
TCW-K3DFzAw,shubh ka baap 😂 #funny #comedy,2024-10-27,46.0,0:00:19,41.15,42.72,0.0,0.0,423,2.3091,1,548,1.82,Low,0.0,6.0,30,608.0,Low
0AoBh2VzZ50,food vloger of india 😂,2024-06-28,21.0,0:00:14,41.03,67.48,0.0,0.0,892,3.5114,3,461,3.47,Mid,0.0,4.0,22,729.0,Mid
fC8lZbA9QcU,Pawan Singh Rise Or Fall 😂,2025-09-18,32.0,0:00:18,41.01,57.66,0.0,0.0,1414,3.0743,1,2721,0.88,Mid,0.0,3.0,26,282.0,Mid
AI1BhMW8vjE,RAHUL GANDHI MEME MATERIAI OR ? #shorts #shortsfeed #reaction,2023-11-29,32.0,0:00:20,41.0,57.89,0.0,0.0,1116,6.0905,2,1332,2.85,Mid,0.0,2.0,61,941.0,Mid
IeuKgWRHQLQ,ladko ki dushman 😂 #shorts #viral,2024-06-15,37.0,0:00:20,40.81,51.68,0.0,0.0,776,4.4083,1,614,1.3,Mid,0.0,5.0,33,742.0,Mid
BW06OGhuZoo,Kha gya kattar Hindu 😐   #shorts,2024-03-08,32.0,0:00:19,40.77,61.66,0.0,0.0,454,2.4884,1,365,2.19,Low,0.0,4.0,32,841.0,Low
37VbKn2WNoQ,Jeet Kaise gya 😱,2025-06-22,58.0,0:00:21,40.49,37.7,0.0,0.0,903,2.3865,1,382,3.4,Mid,0.0,6.0,16,370.0,Low
96mkb949QPU,INSTAGRAM KA  SCIENTIST 😂 #shorts,2024-01-07,31.0,0:00:17,40.33,55.89,0.0,0.0,2510,12.0261,12,1114,2.87,Mid,0.0,6.0,33,902.0,Mid
kJ3VAS8TSZM,request to ‎@souravjoshivlogs7028  #shorts,2024-11-23,34.0,0:00:18,40.27,54.43,0.0,0.0,796,4.0783,3,961,1.56,Mid,0.0,5.0,42,581.0,Mid
FDGerL2Itww,dhruv rathee ka sach😱 #viralshorts #memes #shortvideo,2024-05-22,48.0,0:00:18,40.26,38.95,0.0,0.0,432,2.2433,1,472,3.39,Low,0.0,2.0,53,766.0,Low
UA9WSKwZQ5c,Desi politicians on chandrayaan 3 || mobster manav || #shorts #politics,2023-08-25,60.0,0:00:47,40.16,79.77,0.0,0.0,1775,22.9189,1,1724,5.68,Mid,0.0,4.0,71,1037.0,Mid
vUTxHtSf0IU,Shocking Sejal Exx 😱,2025-06-07,42.0,0:00:26,39.97,63.85,0.0,0.0,12621,37.7967,12,2568,3.7,Mid,0.0,5.0,20,385.0,Mid
6w6OD9vGqgs,sandeep maheshwari ka beta 😂 #shorts,2024-09-27,27.0,0:00:16,39.81,60.65,0.0,0.0,633,2.8795,1,944,2.44,Low,0.0,4.0,36,638.0,Low
uG7WKIVpozE,cringe vloger 😂 #rooast,2024-10-21,29.0,0:00:12,39.74,44.13,0.0,0.0,426,1.5145,0,513,0.39,Low,0.0,0.0,23,614.0,Low
MYv02zKLFxo,Nibba Nibbi roast 😂#short,2024-03-12,48.0,0:00:32,39.04,68.38,0.0,0.0,4690,42.694,6,1535,1.95,Mid,0.0,1.0,25,837.0,Mid
l3LsnAoRe3M,rajat roast 😂 #shorts,2024-10-12,28.0,0:00:12,38.92,45.66,0.0,0.0,455,1.6158,0,568,2.64,Low,0.0,5.0,21,623.0,Low
FLVrHeu0sCI,Badmash chacha👽 #shorts #roast  #funny,2024-04-21,25.0,0:00:13,38.57,54.68,0.0,0.0,297,1.1278,1,408,4.17,Low,0.0,6.0,38,797.0,Low
zm3FKc0VbIU,samay raina controversy #shorts,2025-02-13,42.0,0:00:17,38.37,41.42,0.0,0.0,547,2.5823,0,610,1.15,Low,0.0,3.0,31,499.0,Low
n_K4t3D3XG4,JJ Communication Reality 😱,2025-03-11,32.0,0:00:23,38.25,73.27,0.0,0.0,1793,10.2205,4,3534,2.91,Mid,0.0,1.0,26,473.0,Mid
QMX-b_PbMEQ,SCAM MARKETING 😱#shorts #funny,2024-02-17,54.0,0:00:26,37.9,49.57,0.0,0.0,499,3.7102,5,878,3.19,Low,0.0,5.0,30,861.0,Low
gSTqFysDBQA,Rebel Kid Comeback,2025-04-10,59.0,0:00:23,37.83,39.98,0.0,0.0,2191,5.8021,0,1191,2.02,Mid,0.0,3.0,18,443.0,Mid
pDp_rcRKZ2o,Systumm hai 💀 #viral,2024-03-22,29.0,0:00:14,37.65,48.51,0.0,0.0,451,1.7623,1,290,4.14,Low,0.0,4.0,20,827.0,Low
Ocrx5qGBHm4,popat ho gya 😂 #shorts #funny,2024-10-31,44.0,0:00:19,37.29,45.05,0.0,0.0,465,2.5602,1,818,1.71,Low,0.0,3.0,29,604.0,Low
rbnFpzZKDUY,Bad News For Hindu,2025-04-23,38.0,0:00:18,37.1,49.66,0.0,0.0,144,0.2815,1,1039,1.15,Low,0.0,2.0,18,430.0,Low
yxUazFNfjis,elvish in jail 😱 #viral #elvishyadav,2024-03-21,51.0,0:00:21,36.91,42.45,0.0,0.0,492,2.9586,0,515,2.14,Low,0.0,3.0,36,828.0,Low
3DTWdxXQYQE,Daru se itna pyaar! 😂,2024-10-05,34.0,0:00:18,36.88,54.11,0.0,0.0,462,2.3609,0,600,2.0,Low,0.0,5.0,21,630.0,Low
 -XPcZMFc_fs,Elvish yadav ke drivers 😱#shorts #roast,2024-04-28,58.0,0:00:23,36.68,40.74,0.0,0.0,694,4.5305,4,1209,3.06,Low,0.0,6.0,39,790.0,Mid
bJV3DbErGas,sejal ka bhai 😂 #comedy,2024-11-17,25.0,0:00:16,36.48,67.55,0.0,0.0,1171,5.4698,0,1224,1.14,Mid,0.0,6.0,23,587.0,Mid
barMIs3eoMY,raja vlog😡 #rajavlogs #funny #shorts,2024-02-25,51.0,0:00:19,36.4,38.02,0.0,0.0,372,2.0035,2,970,2.16,Low,0.0,6.0,36,853.0,Low
UwTg8p5E5Gg,government these days #indiagotlatent #samayraina,2025-02-13,42.0,0:00:14,36.03,35.11,0.0,0.0,543,2.1755,2,638,1.25,Low,0.0,3.0,49,499.0,Low
9bMhtLR6L9w,Kajal Arman Collab 🤔,2025-06-26,53.0,0:00:22,35.79,42.93,0.0,0.0,2493,6.1419,2,2684,6.33,Mid,0.0,3.0,20,366.0,Mid
K9w9hxN5wio,Fake Instagram Millionaires  #comedygenre #funny #roast,2025-02-22,57.0,0:00:23,35.68,40.77,0.0,0.0,455,2.8156,0,848,0.59,Low,0.0,5.0,55,490.0,Low
 -veO_rt5e1k,Saiyaara Craze is Getting Out of Universe 😩,2025-07-30,53.0,0:00:19,35.51,36.45,0.0,0.0,2037,4.1991,1,2516,1.55,Mid,0.0,2.0,43,332.0,Mid
WQ71_Ls-RwQ,best singer of Pakistan 😂#shorts #roast,2024-04-23,56.0,0:00:25,35.48,45.09,0.0,0.0,2486,17.3561,6,913,2.52,Mid,0.0,1.0,39,795.0,Mid
OSIhmHsGMgU,rajat dalal in bigg boss roast 😂 #shorts,2024-10-09,32.0,0:00:15,35.27,48.77,0.0,0.0,551,2.3886,0,584,3.77,Low,0.0,2.0,40,626.0,Low
nKq-78T0yjo,mumbai road #shorts,2024-09-08,16.0,0:00:13,34.96,85.76,0.0,0.0,537,2.0469,0,41,19.51,Low,0.0,6.0,19,657.0,Low
